State,Segment,Propulsion,Year,BESS_retire_vector,BESS_retire_total,Country,Scenario,Source,Type,BESS_stock_vector,BESS_stock_total,Vehicle
Kentucky,Car,BEV,2021,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,NA
Kentucky,Car,BEV,2022,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,NA
Kentucky,Car,BEV,2023,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|1|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,NA
Kentucky,Car,BEV,2024,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|1|3|0|1|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11,NA
Kentucky,Car,BEV,2025,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|3|5|1|2|4|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,21,NA
Kentucky,Car,BEV,2026,NA,NA,United States,ACCII,LDV,Stock,0|2|0|1|1|1|1|5|10|2|4|6|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,43,NA
Kentucky,Car,BEV,2027,NA,NA,United States,ACCII,LDV,Stock,0|4|7|0|3|3|3|3|10|15|4|6|10|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,77,NA
Kentucky,Car,BEV,2028,NA,NA,United States,ACCII,LDV,Stock,0|5|9|13|1|5|7|6|5|15|23|6|10|9|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,121,NA
Kentucky,Car,BEV,2029,NA,NA,United States,ACCII,LDV,Stock,0|5|11|18|23|3|10|12|11|10|24|32|10|9|7|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,191,NA
Kentucky,Car,BEV,2030,NA,NA,United States,ACCII,LDV,Stock,0|6|14|22|31|39|7|16|19|17|15|33|44|9|7|6|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0,290,NA
Kentucky,Car,BEV,2031,NA,NA,United States,ACCII,LDV,Stock,0|6|15|27|39|51|63|12|24|29|27|23|45|40|7|6|5|4|0|0|0|0|0|0|0|0|0|0|0|0|0,423,NA
Kentucky,Car,BEV,2032,NA,NA,United States,ACCII,LDV,Stock,0|7|17|31|47|65|81|99|19|38|44|41|32|40|34|6|5|4|2|0|0|0|0|0|0|0|0|0|0|0|0,612,NA
Kentucky,Car,BEV,2033,NA,NA,United States,ACCII,LDV,Stock,0|9|18|35|56|78|105|128|153|29|56|65|57|29|35|28|5|4|2|2|0|0|0|0|0|0|0|0|0|0|0,894,NA
Kentucky,Car,BEV,2034,NA,NA,United States,ACCII,LDV,Stock,0|9|23|36|62|92|127|166|199|233|44|79|89|51|25|28|22|4|2|2|1|0|0|0|0|0|0|0|0|0|0,1294,NA
Kentucky,Car,BEV,2035,NA,NA,United States,ACCII,LDV,Stock,0|11|25|43|65|103|151|201|258|303|346|64|109|79|44|20|22|16|2|2|1|1|0|0|0|0|0|0|0|0|0,1866,NA
Kentucky,Car,BEV,2036,NA,NA,United States,ACCII,LDV,Stock,0|13|28|49|74|109|168|238|313|393|451|497|88|97|68|36|16|16|11|2|1|1|0|0|0|0|0|0|0|0|0,2669,NA
Kentucky,Car,BEV,2037,NA,NA,United States,ACCII,LDV,Stock,0|14|32|54|87|123|179|268|370|478|583|648|683|79|83|56|28|12|12|8|1|1|0|0|0|0|0|0|0|0|0,3799,NA
Kentucky,Car,BEV,2038,NA,NA,United States,ACCII,LDV,Stock,0|15|36|61|95|146|201|288|419|564|713|840|891|611|67|68|43|20|8|8|5|1|0|0|0|0|0|0|0|0|0,5100,NA
Kentucky,Car,BEV,2039,NA,NA,United States,ACCII,LDV,Stock,0|16|38|70|107|158|237|320|449|639|838|1027|1154|797|525|55|53|32|15|6|5|3|0|0|0|0|0|0|0|0|0,6544,NA
Kentucky,Car,BEV,2040,NA,NA,United States,ACCII,LDV,Stock,0|18|42|74|123|177|256|375|499|685|952|1206|1413|1033|684|429|43|39|23|10|4|4|2|0|0|0|0|0|0|0|0,8091,NA
Kentucky,Car,BEV,2041,NA,NA,United States,ACCII,LDV,Stock,0|18|45|82|130|201|285|407|583|760|1021|1370|1658|1265|887|560|333|32|28|16|7|3|2|1|0|0|0|0|0|0|0,9694,NA
Kentucky,Car,BEV,2042,NA,NA,United States,ACCII,LDV,Stock,0|18|47|87|141|215|321|447|630|888|1131|1471|1885|1484|1086|725|435|247|23|19|10|4|2|1|1|0|0|0|0|0|0,11318,NA
Kentucky,Car,BEV,2043,NA,NA,United States,ACCII,LDV,Stock,0|21|48|91|150|233|342|499|689|956|1317|1625|2023|1687|1274|888|563|322|175|15|13|7|3|1|1|1|0|0|0|0|0,12944,NA
Kentucky,Car,BEV,2044,NA,NA,United States,ACCII,LDV,Stock,0|21|52|94|159|247|368|530|760|1037|1415|1890|2233|1811|1448|1042|690|417|228|120|10|8|4|2|1|1|0|0|0|0|0,14588,NA
Kentucky,Car,BEV,2045,NA,NA,United States,ACCII,LDV,Stock,0|22|54|100|164|262|392|569|805|1132|1524|2026|2592|1999|1554|1184|809|511|296|157|81|7|5|3|1|0|0|0|0|0|0,16249,NA
Kentucky,Car,BEV,2046,NA,NA,United States,ACCII,LDV,Stock,0|22|56|105|173|271|417|605|861|1196|1647|2168|2771|2320|1716|1271|920|599|363|203|105|53|4|4|2|1|0|0|0|0|0,17853,NA
Kentucky,Car,BEV,2047,NA,NA,United States,ACCII,LDV,Stock,0|23|57|109|182|285|431|643|914|1276|1737|2324|2952|2481|1992|1403|988|681|425|249|136|69|34|3|2|1|0|0|0|0|0,19397,NA
Kentucky,Car,BEV,2048,NA,NA,United States,ACCII,LDV,Stock,0|24|59|110|189|299|452|664|969|1352|1847|2449|3145|2642|2129|1629|1090|731|484|292|167|90|45|22|2|1|1|0|0|0|0,20884,NA
Kentucky,Car,BEV,2049,NA,NA,United States,ACCII,LDV,Stock,0|24|60|113|190|311|474|698|1002|1431|1953|2595|3309|2815|2268|1741|1265|807|519|332|196|110|58|29|14|1|1|0|0|0|0,22316,NA
Kentucky,Car,BEV,2050,NA,NA,United States,ACCII,LDV,Stock,0|24|60|115|196|314|493|730|1051|1479|2065|2740|3497|2962|2417|1854|1353|937|573|356|222|129|71|38|19|9|1|1|0|0|0,23706,NA
Kentucky,Car,PHEV,2020,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,NA
Kentucky,Car,PHEV,2021,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,NA
Kentucky,Car,PHEV,2022,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,NA
Kentucky,Car,PHEV,2023,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|1|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,NA
Kentucky,Car,PHEV,2024,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|1|1|3|1|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11,NA
Kentucky,Car,PHEV,2025,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|3|3|5|3|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,23,NA
Kentucky,Car,PHEV,2026,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|1|5|5|9|5|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,38,NA
Kentucky,Car,PHEV,2027,NA,NA,United States,ACCII,LDV,Stock,0|0|1|0|0|0|0|0|2|9|9|13|8|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,54,NA
Kentucky,Car,PHEV,2028,NA,NA,United States,ACCII,LDV,Stock,0|1|1|3|0|0|0|1|1|4|14|15|17|7|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,74,NA
Kentucky,Car,PHEV,2029,NA,NA,United States,ACCII,LDV,Stock,0|1|3|3|6|0|0|0|3|3|6|21|22|16|6|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,98,NA
Kentucky,Car,PHEV,2030,NA,NA,United States,ACCII,LDV,Stock,0|1|3|6|6|10|0|0|1|5|5|10|29|20|13|5|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0,120,NA
Kentucky,Car,PHEV,2031,NA,NA,United States,ACCII,LDV,Stock,0|2|3|6|11|11|16|0|0|3|9|8|15|26|17|11|4|5|0|0|0|0|0|0|0|0|0|0|0|0|0,147,NA
Kentucky,Car,PHEV,2032,NA,NA,United States,ACCII,LDV,Stock,0|2|4|7|11|18|18|25|1|1|5|13|12|13|22|14|9|3|3|0|0|0|0|0|0|0|0|0|0|0|0,181,NA
Kentucky,Car,PHEV,2033,NA,NA,United States,ACCII,LDV,Stock,0|2|4|9|12|18|28|29|38|3|3|8|18|11|11|18|11|6|2|2|0|0|0|0|0|0|0|0|0|0|0,233,NA
Kentucky,Car,PHEV,2034,NA,NA,United States,ACCII,LDV,Stock,0|2|6|9|15|21|28|43|45|56|6|5|12|16|9|9|14|8|4|1|2|0|0|0|0|0|0|0|0|0|0,311,NA
Kentucky,Car,PHEV,2035,NA,NA,United States,ACCII,LDV,Stock,0|2|6|11|15|24|35|44|66|68|82|9|8|11|14|8|7|10|6|3|1|1|0|0|0|0|0|0|0|0|0,431,NA
Kentucky,Car,PHEV,2036,NA,NA,United States,ACCII,LDV,Stock,0|3|6|11|19|25|38|54|68|100|101|117|13|7|9|12|6|5|7|4|2|1|1|0|0|0|0|0|0|0|0,609,NA
Kentucky,Car,PHEV,2037,NA,NA,United States,ACCII,LDV,Stock,0|3|7|12|20|30|41|59|83|103|147|145|158|12|6|8|9|4|4|5|3|1|0|0|0|0|0|0|0|0|0,860,NA
Kentucky,Car,PHEV,2038,NA,NA,United States,ACCII,LDV,Stock,0|3|8|13|21|34|48|65|91|125|152|210|199|141|10|5|6|7|3|3|3|2|1|0|0|0|0|0|0|0|0,1150,NA
Kentucky,Car,PHEV,2039,NA,NA,United States,ACCII,LDV,Stock,0|3|8|14|22|35|53|76|102|138|186|216|287|178|121|8|4|4|5|2|2|2|1|1|0|0|0|0|0|0|0,1468,NA
Kentucky,Car,PHEV,2040,NA,NA,United States,ACCII,LDV,Stock,0|4|8|15|25|37|55|84|118|157|204|268|295|257|153|99|6|3|3|3|1|1|1|1|0|0|0|0|0|0|0,1798,NA
Kentucky,Car,PHEV,2041,NA,NA,United States,ACCII,LDV,Stock,0|4|9|15|26|42|58|87|130|181|234|293|367|264|221|125|77|5|2|2|2|1|1|1|0|0|0|0|0|0|0,2147,NA
Kentucky,Car,PHEV,2042,NA,NA,United States,ACCII,LDV,Stock,0|4|9|16|26|43|65|92|135|198|269|335|404|329|227|181|97|57|3|1|1|1|1|0|1|0|0|0|0|0|0,2495,NA
Kentucky,Car,PHEV,2043,NA,NA,United States,ACCII,LDV,Stock,0|4|9|17|28|44|66|100|140|204|295|387|461|362|282|185|140|72|41|2|1|1|1|0|0|0|0|0|0|0|0,2842,NA
Kentucky,Car,PHEV,2044,NA,NA,United States,ACCII,LDV,Stock,0|4|10|17|30|46|68|102|151|212|302|423|533|413|310|231|144|104|51|28|2|1|1|1|0|0|0|0|0|0|0,3184,NA
Kentucky,Car,PHEV,2045,NA,NA,United States,ACCII,LDV,Stock,0|4|10|18|30|48|71|105|153|223|310|433|581|477|355|254|179|107|74|35|19|1|0|0|0|0|0|0|0|0|0,3487,NA
Kentucky,Car,PHEV,2046,NA,NA,United States,ACCII,LDV,Stock,0|4|10|18|31|48|74|108|157|226|323|441|592|520|409|290|197|133|76|51|23|12|1|0|0|0|0|0|0|0|0,3744,NA
Kentucky,Car,PHEV,2047,NA,NA,United States,ACCII,LDV,Stock,0|4|9|18|31|50|74|112|161|231|325|454|600|530|447|335|225|146|94|52|34|15|8|0|0|0|0|0|0|0|0,3955,NA
Kentucky,Car,PHEV,2048,NA,NA,United States,ACCII,LDV,Stock,0|4|9|17|31|50|77|113|167|235|331|456|612|537|455|365|260|167|104|65|35|22|10|5|0|0|0|0|0|0|0,4127,NA
Kentucky,Car,PHEV,2049,NA,NA,United States,ACCII,LDV,Stock,0|4|9|17|30|50|77|117|168|242|337|461|613|548|461|372|284|193|118|71|43|23|14|6|3|0|0|0|0|0|0,4261,NA
Kentucky,Car,PHEV,2050,NA,NA,United States,ACCII,LDV,Stock,0|3|9|16|29|48|77|117|173|243|344|467|617|548|470|377|289|210|137|81|48|29|15|9|4|2|0|0|0|0|0,4362,NA
Kentucky,SUV,BEV,2020,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,NA
Kentucky,SUV,BEV,2021,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,NA
Kentucky,SUV,BEV,2022,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,NA
Kentucky,SUV,BEV,2023,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,NA
Kentucky,SUV,BEV,2024,NA,NA,United States,ACCII,LDV,Stock,0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,NA
Kentucky,SUV,BEV,2025,NA,NA,United States,ACCII,LDV,Stock,0|1|3|3|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,9,NA
Kentucky,SUV,BEV,2026,NA,NA,United States,ACCII,LDV,Stock,0|2|3|5|5|3|1|0|1|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,23,NA
Kentucky,SUV,BEV,2027,NA,NA,United States,ACCII,LDV,Stock,0|5|7|6|10|9|5|3|1|3|4|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,57,NA
Kentucky,SUV,BEV,2028,NA,NA,United States,ACCII,LDV,Stock,0|5|11|14|11|16|15|10|5|3|5|6|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,106,NA
Kentucky,SUV,BEV,2029,NA,NA,United States,ACCII,LDV,Stock,0|6|14|21|25|19|25|24|16|10|5|6|10|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,186,NA
Kentucky,SUV,BEV,2030,NA,NA,United States,ACCII,LDV,Stock,0|8|17|27|37|43|30|39|36|26|15|8|11|9|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,310,NA
Kentucky,SUV,BEV,2031,NA,NA,United States,ACCII,LDV,Stock,0|9|20|33|47|61|71|47|60|55|41|23|12|9|7|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,498,NA
Kentucky,SUV,BEV,2032,NA,NA,United States,ACCII,LDV,Stock,0|10|24|40|59|78|98|113|75|91|81|59|32|11|8|6|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0,787,NA
Kentucky,SUV,BEV,2033,NA,NA,United States,ACCII,LDV,Stock,0|11|26|46|71|99|126|155|178|115|137|116|84|29|9|7|5|2|0|0|0|0|0|0|0|0|0|0|0|0|0,1216,NA
Kentucky,SUV,BEV,2034,NA,NA,United States,ACCII,LDV,Stock,0|14|29|51|82|117|161|200|239|271|171|198|159|75|25|8|5|4|1|0|0|0|0|0|0|0|0|0|0|0|0,1810,NA
Kentucky,SUV,BEV,2035,NA,NA,United States,ACCII,LDV,Stock,0|16|36|58|91|137|190|255|311|365|404|246|273|142|64|20|6|4|2|1|0|0|0|0|0|0|0|0|0|0|0,2621,NA
Kentucky,SUV,BEV,2036,NA,NA,United States,ACCII,LDV,Stock,0|18|40|71|104|151|224|301|395|477|541|584|339|244|122|53|16|4|3|2|1|0|0|0|0|0|0|0|0|0|0,3690,NA
Kentucky,SUV,BEV,2037,NA,NA,United States,ACCII,LDV,Stock,0|19|46|79|124|174|246|355|469|602|712|778|806|303|210|100|41|12|3|2|1|0|0|0|0|0|0|0|0|0|0,5082,NA
Kentucky,SUV,BEV,2038,NA,NA,United States,ACCII,LDV,Stock,0|22|50|88|138|207|282|389|552|718|896|1026|1072|721|260|171|78|30|8|2|1|1|0|0|0|0|0|0|0|0|0,6712,NA
Kentucky,SUV,BEV,2039,NA,NA,United States,ACCII,LDV,Stock,0|23|56|99|153|232|336|448|607|843|1070|1290|1413|960|619|213|133|57|21|6|1|1|0|0|0|0|0|0|0|0|0,8581,NA
Kentucky,SUV,BEV,2040,NA,NA,United States,ACCII,LDV,Stock,0|26|60|109|173|255|374|532|695|926|1253|1542|1773|1265|824|506|165|99|41|15|4|1|1|0|0|0|0|0|0|0|0,10639,NA
Kentucky,SUV,BEV,2041,NA,NA,United States,ACCII,LDV,Stock,0|27|65|116|188|286|412|592|826|1056|1377|1805|2122|1587|1086|674|393|122|70|28|10|3|1|0|0|0|0|0|0|0|0,12846,NA
Kentucky,SUV,BEV,2042,NA,NA,United States,ACCII,LDV,Stock,0|28|68|124|202|310|458|648|915|1257|1567|1979|2483|1900|1363|888|524|291|87|48|19|6|2|0|0|0|0|0|0|0|0,15167,NA
Kentucky,SUV,BEV,2043,NA,NA,United States,ACCII,LDV,Stock,0|29|71|132|215|334|495|717|999|1386|1864|2248|2719|2222|1631|1114|690|388|207|60|32|12|4|1|0|0|0|0|0|0|0,17570,NA
Kentucky,SUV,BEV,2044,NA,NA,United States,ACCII,LDV,Stock,0|30|73|137|229|355|532|771|1095|1507|2048|2673|3083|2434|1907|1333|866|511|275|142|40|21|8|3|1|0|0|0|0|0|0,20074,NA
Kentucky,SUV,BEV,2045,NA,NA,United States,ACCII,LDV,Stock,0|32|78|143|237|377|565|825|1174|1641|2219|2927|3663|2760|2089|1560|1036|641|363|189|95|26|14|5|2|0|0|0|0|0|0,22661,NA
Kentucky,SUV,BEV,2046,NA,NA,United States,ACCII,LDV,Stock,0|33|82|152|248|391|598|876|1254|1754|2400|3160|4002|3279|2369|1709|1212|767|455|249|126|63|17|9|3|1|0|0|0|0|0,25209,NA
Kentucky,SUV,BEV,2047,NA,NA,United States,ACCII,LDV,Stock,0|34|85|159|263|408|619|925|1328|1865|2558|3403|4309|3582|2814|1937|1328|897|544|312|167|83|41|11|6|2|1|0|0|0|0,27681,NA
Kentucky,SUV,BEV,2048,NA,NA,United States,ACCII,LDV,Stock,0|34|86|163|276|432|650|957|1400|1972|2712|3616|4622|3857|3075|2301|1505|983|637|374|209|110|54|26|7|4|1|0|0|0|0,30063,NA
Kentucky,SUV,BEV,2049,NA,NA,United States,ACCII,LDV,Stock,0|35|88|167|283|453|684|1003|1445|2076|2860|3823|4900|4137|3311|2514|1788|1114|698|437|250|138|71|35|17|5|2|1|0|0|0,32335,NA
Kentucky,SUV,BEV,2050,NA,NA,United States,ACCII,LDV,Stock,0|37|90|172|290|464|717|1055|1514|2138|3005|4023|5169|4386|3551|2707|1954|1324|791|479|293|165|89|46|22|11|3|1|1|0|0,34497,NA
Kentucky,SUV,PHEV,2020,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,NA
Kentucky,SUV,PHEV,2021,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,NA
Kentucky,SUV,PHEV,2022,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,NA
Kentucky,SUV,PHEV,2023,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,NA
Kentucky,SUV,PHEV,2024,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,NA
Kentucky,SUV,PHEV,2025,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,NA
Kentucky,SUV,PHEV,2026,NA,NA,United States,ACCII,LDV,Stock,0|0|1|1|1|2|0|0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,10,NA
Kentucky,SUV,PHEV,2027,NA,NA,United States,ACCII,LDV,Stock,0|1|1|2|3|3|4|0|0|1|3|4|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,25,NA
Kentucky,SUV,PHEV,2028,NA,NA,United States,ACCII,LDV,Stock,0|1|3|3|4|5|5|7|1|0|3|5|5|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,45,NA
Kentucky,SUV,PHEV,2029,NA,NA,United States,ACCII,LDV,Stock,0|1|3|5|5|8|10|10|12|3|1|5|6|5|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,76,NA
Kentucky,SUV,PHEV,2030,NA,NA,United States,ACCII,LDV,Stock,0|2|3|7|9|10|13|16|16|18|5|3|6|5|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,118,NA
Kentucky,SUV,PHEV,2031,NA,NA,United States,ACCII,LDV,Stock,0|2|4|7|12|15|16|21|26|25|28|9|4|5|5|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0,183,NA
Kentucky,SUV,PHEV,2032,NA,NA,United States,ACCII,LDV,Stock,0|2|6|9|12|20|24|25|31|41|39|42|13|4|5|4|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0,281,NA
Kentucky,SUV,PHEV,2033,NA,NA,United States,ACCII,LDV,Stock,0|3|6|11|15|21|32|37|40|48|61|57|57|12|3|4|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0,412,NA
Kentucky,SUV,PHEV,2034,NA,NA,United States,ACCII,LDV,Stock,0|3|8|12|19|26|34|50|57|61|73|88|79|51|10|3|3|2|1|0|0|0|0|0|0|0|0|0|0|0|0,580,NA
Kentucky,SUV,PHEV,2035,NA,NA,United States,ACCII,LDV,Stock,0|4|9|15|21|30|42|53|78|84|90|106|124|71|44|8|2|2|2|1|0|0|0|0|0|0|0|0|0|0|0,786,NA
Kentucky,SUV,PHEV,2036,NA,NA,United States,ACCII,LDV,Stock,0|4|10|16|27|35|48|66|82|118|123|131|145|111|61|36|6|2|2|1|1|0|0|0|0|0|0|0|0|0|0,1025,NA
Kentucky,SUV,PHEV,2037,NA,NA,United States,ACCII,LDV,Stock,0|4|10|18|28|44|57|76|104|124|176|177|181|130|95|50|28|5|1|1|1|0|0|0|0|0|0|0|0|0|0,1310,NA
Kentucky,SUV,PHEV,2038,NA,NA,United States,ACCII,LDV,Stock,0|5|10|19|32|47|70|92|118|160|186|252|242|162|112|78|39|21|3|1|1|0|0|0|0|0|0|0|0|0|0,1650,NA
Kentucky,SUV,PHEV,2039,NA,NA,United States,ACCII,LDV,Stock,0|5|11|19|33|53|77|111|142|180|239|266|348|217|139|91|60|29|15|2|1|0|0|0|0|0|0|0|0|0|0,2038,NA
Kentucky,SUV,PHEV,2040,NA,NA,United States,ACCII,LDV,Stock,0|5|11|21|33|54|83|123|172|215|268|344|366|311|186|114|71|45|20|10|2|0|0|0|0|0|0|0|0|0|0,2454,NA
Kentucky,SUV,PHEV,2041,NA,NA,United States,ACCII,LDV,Stock,0|5|11|21|36|56|85|130|190|260|318|386|473|327|267|152|88|52|32|14|7|1|0|0|0|0|0|0|0|0|0,2911,NA
Kentucky,SUV,PHEV,2042,NA,NA,United States,ACCII,LDV,Stock,0|5|11|21|37|60|89|134|200|288|383|457|530|423|281|218|118|65|37|22|9|4|1|0|0|0|0|0|0|0|0,3393,NA
Kentucky,SUV,PHEV,2043,NA,NA,United States,ACCII,LDV,Stock,0|5|12|22|37|62|94|140|206|302|425|547|625|474|363|230|170|88|46|26|15|6|3|0|0|0|0|0|0|0|0,3898,NA
Kentucky,SUV,PHEV,2044,NA,NA,United States,ACCII,LDV,Stock,0|6|12|23|39|62|97|146|214|310|444|607|747|560|407|297|179|126|62|32|17|10|4|2|0|0|0|0|0|0|0,4403,NA
Kentucky,SUV,PHEV,2045,NA,NA,United States,ACCII,LDV,Stock,0|6|13|24|41|65|98|150|221|319|455|634|829|668|480|333|231|132|89|43|21|11|6|3|1|0|0|0|0|0|0,4873,NA
Kentucky,SUV,PHEV,2046,NA,NA,United States,ACCII,LDV,Stock,0|5|13|25|42|67|102|152|225|329|466|647|864|742|574|393|259|171|94|61|29|14|7|4|2|1|0|0|0|0|0,5288,NA
Kentucky,SUV,PHEV,2047,NA,NA,United States,ACCII,LDV,Stock,0|5|12|25|43|69|104|157|228|334|477|658|880|773|637|469|305|192|121|64|41|19|9|5|3|1|0|0|0|0|0,5631,NA
Kentucky,SUV,PHEV,2048,NA,NA,United States,ACCII,LDV,Stock,0|5|12|24|43|71|108|158|236|336|482|671|893|788|664|521|365|226|136|83|43|27|12|6|3|2|1|0|0|0|0,5916,NA
Kentucky,SUV,PHEV,2049,NA,NA,United States,ACCII,LDV,Stock,0|5|12|24|42|71|111|164|237|346|485|676|905|799|676|543|405|270|160|93|56|28|18|8|4|2|1|0|0|0|0,6141,NA
Kentucky,SUV,PHEV,2050,NA,NA,United States,ACCII,LDV,Stock,0|5|11|23|42|69|111|168|245|346|495|679|911|810|686|553|422|300|192|110|63|37|18|11|5|2|1|1|0|0|0,6316,NA
Louisiana,Car,BEV,2020,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,NA
Louisiana,Car,BEV,2021,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,NA
Louisiana,Car,BEV,2022,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0,NA
Louisiana,Car,BEV,2023,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,1,NA
Louisiana,Car,BEV,2024,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|1|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,5,NA
Louisiana,Car,BEV,2025,NA,NA,United States,ACCII,LDV,Stock,0|0|0|0|0|0|1|3|0|1|3|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,13,NA
