Sale Year,Battery kWh,Cathode Mix,Propulsion,Global Segment,Total Sales,Total Mwh
2024,40 / 62,NMC 622,BEV,Car,11226,606.2040000000001
2025,40 / 62,NMC 622,BEV,Car,536,28.944
2014,34,NMC (unspecified),PHEV,SUV,0,0
2015,34,NMC (unspecified),PHEV,SUV,0,0
2016,34,NMC (unspecified),PHEV,SUV,0,0
2017,34,NMC (unspecified),PHEV,SUV,0,0
2018,34,NMC (unspecified),PHEV,SUV,0,0
2019,34,NMC (unspecified),PHEV,SUV,0,0
2020,34,NMC (unspecified),PHEV,SUV,0,0
2021,34,NMC (unspecified),PHEV,SUV,16,0.544
2022,34,NMC (unspecified),PHEV,SUV,149,5.066000000000001
2023,34,NMC (unspecified),PHEV,SUV,37,1.2580000000000002
2024,34,NMC (unspecified),PHEV,SUV,0,0
2025,34,NMC (unspecified),PHEV,SUV,0,0
2014,69 / 78,NMC (unspecified),BEV,Car,0,0
2015,69 / 78,NMC (unspecified),BEV,Car,0,0
2016,69 / 78,NMC (unspecified),BEV,Car,0,0
2017,69 / 78,NMC (unspecified),BEV,Car,0,0
2018,69 / 78,NMC (unspecified),BEV,Car,0,0
2019,69 / 78,NMC (unspecified),BEV,Car,0,0
2020,69 / 78,NMC (unspecified),BEV,Car,0,0
2021,69 / 78,NMC (unspecified),BEV,Car,2402,187.356
2022,69 / 78,NMC (unspecified),BEV,Car,9322,680.5060000000001
2023,69 / 78,NMC (unspecified),BEV,Car,5952,434.49600000000004
2024,69 / 78,NMC (unspecified),BEV,Car,0,0
2025,69 / 78,NMC (unspecified),BEV,Car,0,0
2014,69,NMC (unspecified),BEV,Car,0,0
2015,69,NMC (unspecified),BEV,Car,0,0
2016,69,NMC (unspecified),BEV,Car,0,0
2017,69,NMC (unspecified),BEV,Car,0,0
2018,69,NMC (unspecified),BEV,Car,0,0
2019,69,NMC (unspecified),BEV,Car,0,0
2020,69,NMC (unspecified),BEV,Car,0,0
2021,69,NMC (unspecified),BEV,Car,0,0
2022,69,NMC (unspecified),BEV,Car,0,0
2023,69,NMC (unspecified),BEV,Car,1480,102.12
2024,69,NMC (unspecified),BEV,Car,2684,185.196
2025,69,NMC (unspecified),BEV,Car,240,16.56
2014,82,NMC (unspecified),BEV,Car,0,0
2015,82,NMC (unspecified),BEV,Car,0,0
2016,82,NMC (unspecified),BEV,Car,0,0
2017,82,NMC (unspecified),BEV,Car,0,0
2018,82,NMC (unspecified),BEV,Car,0,0
2019,82,NMC (unspecified),BEV,Car,0,0
2020,82,NMC (unspecified),BEV,Car,0,0
2021,82,NMC (unspecified),BEV,Car,0,0
2022,82,NMC (unspecified),BEV,Car,0,0
2023,82,NMC (unspecified),BEV,Car,1200,98.4
2024,82,NMC (unspecified),BEV,Car,2115,173.42999999999998
2025,82,NMC (unspecified),BEV,Car,210,17.22
2014,111,NMC (unspecified),BEV,SUV,0,0
2015,111,NMC (unspecified),BEV,SUV,0,0
2016,111,NMC (unspecified),BEV,SUV,0,0
2017,111,NMC (unspecified),BEV,SUV,0,0
2018,111,NMC (unspecified),BEV,SUV,0,0
2019,111,NMC (unspecified),BEV,SUV,0,0
2020,111,NMC (unspecified),BEV,SUV,0,0
2021,111,NMC (unspecified),BEV,SUV,0,0
2022,111,NMC (unspecified),BEV,SUV,0,0
2023,111,NMC (unspecified),BEV,SUV,0,0
2024,111,NMC (unspecified),BEV,SUV,274,30.413999999999998
2025,111,NMC (unspecified),BEV,SUV,55,6.105
2014,6.8,NMC (unspecified),PHEV,SUV,96,0.6528
2015,6.8,NMC (unspecified),PHEV,SUV,203,1.3803999999999998
2016,6.8,NMC (unspecified),PHEV,SUV,1,0.0068
2017,6.8,NMC (unspecified),PHEV,SUV,0,0
2018,6.8,NMC (unspecified),PHEV,SUV,0,0
2019,6.8,NMC (unspecified),PHEV,SUV,0,0
2020,6.8,NMC (unspecified),PHEV,SUV,0,0
2021,6.8,NMC (unspecified),PHEV,SUV,0,0
2022,6.8,NMC (unspecified),PHEV,SUV,0,0
2023,6.8,NMC (unspecified),PHEV,SUV,0,0
2024,6.8,NMC (unspecified),PHEV,SUV,0,0
2025,6.8,NMC (unspecified),PHEV,SUV,0,0
2014,10.8,NMC 111,PHEV,SUV,100,1.08
2015,10.8,NMC 111,PHEV,SUV,1156,12.484799999999998
2016,10.8,NMC 111,PHEV,SUV,2111,22.7988
2017,10.8,NMC 111,PHEV,SUV,1574,16.9992
2018,10.8,NMC 111,PHEV,SUV,859,9.277199999999999
2019,10.8,NMC 111,PHEV,SUV,3,0.0324
2020,10.8,NMC 111,PHEV,SUV,0,0
2021,10.8,NMC 111,PHEV,SUV,0,0
2022,10.8,NMC 111,PHEV,SUV,0,0
2023,10.8,NMC 111,PHEV,SUV,0,0
2024,10.8,NMC 111,PHEV,SUV,0,0
2025,10.8,NMC 111,PHEV,SUV,0,0
2014,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,0,0
2015,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,0,0
2016,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,0,0
2017,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,0,0
2018,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,0,0
2019,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,1507,21.2487
2020,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,1646,23.208599999999997
2021,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,759,13.586100000000002
2022,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,1582,28.317800000000002
2023,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,899,16.0921
2024,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,0,0
2025,"14,1 / 17,9",NMC (unspecified),PHEV,SUV,0,0
2014,25.9,NMC (unspecified),PHEV,SUV,0,0
2015,25.9,NMC (unspecified),PHEV,SUV,0,0
2016,25.9,NMC (unspecified),PHEV,SUV,0,0
2017,25.9,NMC (unspecified),PHEV,SUV,0,0
2018,25.9,NMC (unspecified),PHEV,SUV,0,0
2019,25.9,NMC (unspecified),PHEV,SUV,0,0
2020,25.9,NMC (unspecified),PHEV,SUV,0,0
2021,25.9,NMC (unspecified),PHEV,SUV,0,0
2022,25.9,NMC (unspecified),PHEV,SUV,0,0
2023,25.9,NMC (unspecified),PHEV,SUV,31,0.8029
2024,25.9,NMC (unspecified),PHEV,SUV,1975,51.1525
2025,25.9,NMC (unspecified),PHEV,SUV,360,9.324
2014,100,NMC (unspecified),BEV,SUV,0,0
2015,100,NMC (unspecified),BEV,SUV,0,0
2016,100,NMC (unspecified),BEV,SUV,0,0
2017,100,NMC (unspecified),BEV,SUV,0,0
2018,100,NMC (unspecified),BEV,SUV,0,0
2019,100,NMC (unspecified),BEV,SUV,0,0
2020,100,NMC (unspecified),BEV,SUV,0,0
2021,100,NMC (unspecified),BEV,SUV,0,0
2022,100,NMC (unspecified),BEV,SUV,0,0
2023,100,NMC (unspecified),BEV,SUV,0,0
2024,100,NMC (unspecified),BEV,SUV,1408,140.8
2025,100,NMC (unspecified),BEV,SUV,691,69.1
2014,9.4,NMC 111,PHEV,Car,879,8.2626
2015,9.4,NMC 111,PHEV,Car,407,3.8258
2016,9.4,NMC 111,PHEV,Car,393,3.6942
2017,9.4,NMC 111,PHEV,Car,18,0.16920000000000002
2018,9.4,NMC 111,PHEV,Car,0,0
2019,9.4,NMC 111,PHEV,Car,0,0
2020,9.4,NMC 111,PHEV,Car,0,0
2021,9.4,NMC 111,PHEV,Car,0,0
2022,9.4,NMC 111,PHEV,Car,0,0
2023,9.4,NMC 111,PHEV,Car,0,0
2024,9.4,NMC 111,PHEV,Car,0,0
2025,9.4,NMC 111,PHEV,Car,0,0
2014,"14,1 / 17,9",NMC (unspecified),PHEV,Car,0,0
2015,"14,1 / 17,9",NMC (unspecified),PHEV,Car,0,0
2016,"14,1 / 17,9",NMC (unspecified),PHEV,Car,0,0
2017,"14,1 / 17,9",NMC (unspecified),PHEV,Car,0,0
2018,"14,1 / 17,9",NMC (unspecified),PHEV,Car,1352,19.063200000000002
2019,"14,1 / 17,9",NMC (unspecified),PHEV,Car,984,13.874399999999998
2020,"14,1 / 17,9",NMC (unspecified),PHEV,Car,493,6.9513
2021,"14,1 / 17,9",NMC (unspecified),PHEV,Car,333,5.9607
2022,"14,1 / 17,9",NMC (unspecified),PHEV,Car,711,12.7269
2023,"14,1 / 17,9",NMC (unspecified),PHEV,Car,515,9.2185
2024,"14,1 / 17,9",NMC (unspecified),PHEV,Car,0,0
2025,"14,1 / 17,9",NMC (unspecified),PHEV,Car,0,0
2014,25.9,NMC (unspecified),PHEV,Car,0,0
2015,25.9,NMC (unspecified),PHEV,Car,0,0
2016,25.9,NMC (unspecified),PHEV,Car,0,0
2017,25.9,NMC (unspecified),PHEV,Car,0,0
2018,25.9,NMC (unspecified),PHEV,Car,0,0
2019,25.9,NMC (unspecified),PHEV,Car,0,0
2020,25.9,NMC (unspecified),PHEV,Car,0,0
2021,25.9,NMC (unspecified),PHEV,Car,0,0
2022,25.9,NMC (unspecified),PHEV,Car,0,0
2023,25.9,NMC (unspecified),PHEV,Car,100,2.59
2024,25.9,NMC (unspecified),PHEV,Car,717,18.570300000000003
2025,25.9,NMC (unspecified),PHEV,Car,143,3.7037
2014,93 / 79,NMC 622,BEV,Car,0,0
2015,93 / 79,NMC 622,BEV,Car,0,0
2016,93 / 79,NMC 622,BEV,Car,0,0
2017,93 / 79,NMC 622,BEV,Car,0,0
2018,93 / 79,NMC 622,BEV,Car,0,0
2019,93 / 79,NMC 622,BEV,Car,130,12.09
2020,93 / 79,NMC 622,BEV,Car,4414,379.604
2021,93 / 79,NMC 622,BEV,Car,8811,757.7460000000001
2022,93 / 79,NMC 622,BEV,Car,7271,625.306
2023,93 / 79,NMC 622,BEV,Car,7322,629.6919999999999
2024,93 / 79,NMC 622,BEV,Car,4307,370.402
2025,93 / 79,NMC 622,BEV,Car,408,35.088
2014,110,NMC (unspecified),BEV,SUV,0,0
2015,110,NMC (unspecified),BEV,SUV,0,0
2016,110,NMC (unspecified),BEV,SUV,0,0
2017,110,NMC (unspecified),BEV,SUV,0,0
2018,110,NMC (unspecified),BEV,SUV,0,0
2019,110,NMC (unspecified),BEV,SUV,0,0
2020,110,NMC (unspecified),BEV,SUV,0,0
2021,110,NMC (unspecified),BEV,SUV,0,0
2022,110,NMC (unspecified),BEV,SUV,0,0
2023,110,NMC (unspecified),BEV,SUV,0,0
2024,110,NMC (unspecified),BEV,SUV,247,27.169999999999998
2025,110,NMC (unspecified),BEV,SUV,31,3.41
2014,13.1,NMC 111 + NCA,PHEV,SUV,0,0
2015,13.1,NMC 111 + NCA,PHEV,SUV,0,0
2016,13.1,NMC 111 + NCA,PHEV,SUV,0,0
2017,13.1,NMC 111 + NCA,PHEV,SUV,0,0
2018,13.1,NMC 111 + NCA,PHEV,SUV,0,0
2019,13.1,NMC 111 + NCA,PHEV,SUV,209,2.7379000000000002
2020,13.1,NMC 111 + NCA,PHEV,SUV,599,7.8469
2021,13.1,NMC 111 + NCA,PHEV,SUV,570,7.4670000000000005
2022,13.1,NMC 111 + NCA,PHEV,SUV,103,1.3493000000000002
2023,13.1,NMC 111 + NCA,PHEV,SUV,0,0
2024,13.1,NMC 111 + NCA,PHEV,SUV,0,0
2025,13.1,NMC 111 + NCA,PHEV,SUV,0,0
2014,38.2,NMC (unspecified),PHEV,SUV,0,0
2015,38.2,NMC (unspecified),PHEV,SUV,0,0
2016,38.2,NMC (unspecified),PHEV,SUV,0,0
2017,38.2,NMC (unspecified),PHEV,SUV,0,0
2018,38.2,NMC (unspecified),PHEV,SUV,0,0
2019,38.2,NMC (unspecified),PHEV,SUV,0,0
2020,38.2,NMC (unspecified),PHEV,SUV,0,0
2021,38.2,NMC (unspecified),PHEV,SUV,0,0
2022,38.2,NMC (unspecified),PHEV,SUV,79,3.0178
2023,38.2,NMC (unspecified),PHEV,SUV,367,14.019400000000001
2024,38.2,NMC (unspecified),PHEV,SUV,967,36.939400000000006
2025,38.2,NMC (unspecified),PHEV,SUV,323,12.3386
2014,13.1,NMC 111 + NCA,PHEV,SUV,0,0
2015,13.1,NMC 111 + NCA,PHEV,SUV,0,0
2016,13.1,NMC 111 + NCA,PHEV,SUV,0,0
2017,13.1,NMC 111 + NCA,PHEV,SUV,0,0
2018,13.1,NMC 111 + NCA,PHEV,SUV,0,0
2019,13.1,NMC 111 + NCA,PHEV,SUV,198,2.5938
2020,13.1,NMC 111 + NCA,PHEV,SUV,818,10.7158
2021,13.1,NMC 111 + NCA,PHEV,SUV,729,9.549900000000001
2022,13.1,NMC 111 + NCA,PHEV,SUV,225,2.9475000000000002
2023,13.1,NMC 111 + NCA,PHEV,SUV,0,0
2024,13.1,NMC 111 + NCA,PHEV,SUV,0,0
2025,13.1,NMC 111 + NCA,PHEV,SUV,0,0
2014,38,NMC (unspecified),PHEV,SUV,0,0
2015,38,NMC (unspecified),PHEV,SUV,0,0
2016,38,NMC (unspecified),PHEV,SUV,0,0
2017,38,NMC (unspecified),PHEV,SUV,0,0
2018,38,NMC (unspecified),PHEV,SUV,0,0
2019,38,NMC (unspecified),PHEV,SUV,0,0
2020,38,NMC (unspecified),PHEV,SUV,0,0
2021,38,NMC (unspecified),PHEV,SUV,0,0
2022,38,NMC (unspecified),PHEV,SUV,26,0.988
2023,38,NMC (unspecified),PHEV,SUV,625,23.75
2024,38,NMC (unspecified),PHEV,SUV,1298,49.324
2025,38,NMC (unspecified),PHEV,SUV,164,6.232
2014,100,NMC (unspecified),BEV,SUV,0,0
2015,100,NMC (unspecified),BEV,SUV,0,0
2016,100,NMC (unspecified),BEV,SUV,0,0
2017,100,NMC (unspecified),BEV,SUV,0,0
2018,100,NMC (unspecified),BEV,SUV,0,0
2019,100,NMC (unspecified),BEV,SUV,0,0
2020,100,NMC (unspecified),BEV,SUV,0,0
2021,100,NMC (unspecified),BEV,SUV,10,1
2022,100,NMC (unspecified),BEV,SUV,2313,231.3
2023,100,NMC (unspecified),BEV,SUV,2400,240
2024,100,NMC (unspecified),BEV,SUV,0,0
2025,100,NMC (unspecified),BEV,SUV,0,0
2014,100,LFP (unspecified),BEV,SUV,0,0
2015,100,LFP (unspecified),BEV,SUV,0,0
2016,100,LFP (unspecified),BEV,SUV,0,0
2017,100,LFP (unspecified),BEV,SUV,0,0
2018,100,LFP (unspecified),BEV,SUV,0,0
2019,100,LFP (unspecified),BEV,SUV,0,0
2020,100,LFP (unspecified),BEV,SUV,0,0
2021,100,LFP (unspecified),BEV,SUV,0,0
2022,100,LFP (unspecified),BEV,SUV,0,0
2023,100,LFP (unspecified),BEV,SUV,6100,610
2024,100,LFP (unspecified),BEV,SUV,10421,1042.1
2025,100,LFP (unspecified),BEV,SUV,200,20
2014,135,NMC (unspecified),BEV,SUV,0,0
2015,135,NMC (unspecified),BEV,SUV,0,0
2016,135,NMC (unspecified),BEV,SUV,0,0
2017,135,NMC (unspecified),BEV,SUV,0,0
2018,135,NMC (unspecified),BEV,SUV,0,0
2019,135,NMC (unspecified),BEV,SUV,0,0
2020,135,NMC (unspecified),BEV,SUV,0,0
2021,135,NMC (unspecified),BEV,SUV,15,2.025
2022,135,NMC (unspecified),BEV,SUV,1950,263.25
2023,135,NMC (unspecified),BEV,SUV,26680,3601.8
2024,135,NMC (unspecified),BEV,SUV,28439,3839.2650000000003
2025,135,NMC (unspecified),BEV,SUV,1500,202.5
2014,107,NMC (unspecified),BEV,SUV,0,0
2015,107,NMC (unspecified),BEV,SUV,0,0
2016,107,NMC (unspecified),BEV,SUV,0,0
2017,107,NMC (unspecified),BEV,SUV,0,0
2018,107,NMC (unspecified),BEV,SUV,0,0
2019,107,NMC (unspecified),BEV,SUV,0,0
2020,107,NMC (unspecified),BEV,SUV,0,0
2021,107,NMC (unspecified),BEV,SUV,0,0
2022,107,NMC (unspecified),BEV,SUV,0,0
2023,107,NMC (unspecified),BEV,SUV,0,0
2024,107,NMC (unspecified),BEV,SUV,402,43.014
2025,107,NMC (unspecified),BEV,SUV,29,3.103
2014,17.6,NMC 622,BEV,Car,2594,45.654399999999995
2015,17.6,NMC 622,BEV,Car,1387,24.4112
2016,17.6,NMC 622,BEV,Car,657,11.5632
2017,17.6,NMC 622,BEV,Car,544,9.5744
2018,17.6,NMC 622,BEV,Car,1118,19.676799999999997
2019,17.6,NMC 622,BEV,Car,605,10.648
2020,17.6,NMC 622,BEV,Car,17,0.2992
2021,17.6,NMC 622,BEV,Car,0,0
2022,17.6,NMC 622,BEV,Car,0,0
2023,17.6,NMC 622,BEV,Car,0,0
2024,17.6,NMC 622,BEV,Car,0,0
2025,17.6,NMC 622,BEV,Car,0,0
2014,8.8,NCA (unspecified),PHEV,SUV,0,0
2015,8.8,NCA (unspecified),PHEV,SUV,0,0
2016,8.8,NCA (unspecified),PHEV,SUV,0,0
2017,8.8,NCA (unspecified),PHEV,SUV,0,0
2018,8.8,NCA (unspecified),PHEV,SUV,0,0
2019,8.8,NCA (unspecified),PHEV,SUV,2591,22.8008
2020,8.8,NCA (unspecified),PHEV,SUV,2304,20.2752
2021,8.8,NCA (unspecified),PHEV,SUV,2618,23.0384
2022,8.8,NCA (unspecified),PHEV,SUV,2224,19.571200000000005
2023,8.8,NCA (unspecified),PHEV,SUV,878,7.726400000000001
2024,8.8,NCA (unspecified),PHEV,SUV,8,0.0704
2025,8.8,NCA (unspecified),PHEV,SUV,0,0
2014,71.4,NMC (unspecified),BEV,SUV,0,0
2015,71.4,NMC (unspecified),BEV,SUV,0,0
2016,71.4,NMC (unspecified),BEV,SUV,0,0
2017,71.4,NMC (unspecified),BEV,SUV,0,0
2018,71.4,NMC (unspecified),BEV,SUV,0,0
2019,71.4,NMC (unspecified),BEV,SUV,0,0
2020,71.4,NMC (unspecified),BEV,SUV,0,0
2021,71.4,NMC (unspecified),BEV,SUV,0,0
2022,71.4,NMC (unspecified),BEV,SUV,919,65.6166
2023,71.4,NMC (unspecified),BEV,SUV,8872,633.4608000000001
2024,71.4,NMC (unspecified),BEV,SUV,12447,888.7158000000001
2025,71.4,NMC (unspecified),BEV,SUV,1052,75.1128
2014,54/80/82,NCA,BEV,Car,0,0
2015,54/80/82,NCA,BEV,Car,0,0
2016,54/80/82,NCA,BEV,Car,0,0
2017,54/80/82,NCA,BEV,Car,1764,141.12
2018,54/80/82,NCA,BEV,Car,139710,10617.960000000001
2019,54/80/82,NCA,BEV,Car,145103,11027.828
2020,54/80/82,NCA,BEV,Car,96239,6736.73
2021,54/80/82,NCA,BEV,Car,124013,8804.922999999999
2022,54/80/82,NCA,BEV,Car,127590,10462.380000000001
2023,54/80/82,NCA,BEV,Car,105100,8618.2
2024,54/80/82,NCA,BEV,Car,54395,4460.39
2025,54/80/82,NCA,BEV,Car,4200,344.4
2014,55,LFP,BEV,Car,0,0
2015,55,LFP,BEV,Car,0,0
2016,55,LFP,BEV,Car,0,0
2017,55,LFP,BEV,Car,0,0
2018,55,LFP,BEV,Car,0,0
2019,55,LFP,BEV,Car,0,0
2020,55,LFP,BEV,Car,0,0
2021,55,LFP,BEV,Car,14380,790.9
2022,55,LFP,BEV,Car,66264,3644.52
2023,55,LFP,BEV,Car,111860,6152.299999999999
2024,55,LFP,BEV,Car,103025,5666.375
2025,55,LFP,BEV,Car,7800,429
2014,60/75/85/90/100,NCA,BEV,Car,17133,1284.975
2015,60/75/85/90/100,NCA,BEV,Car,24005,2040.4250000000002
2016,60/75/85/90/100,NCA,BEV,Car,28896,2398.368
2017,60/75/85/90/100,NCA,BEV,Car,27060,2300.1000000000004
2018,60/75/85/90/100,NCA,BEV,Car,24510,2083.35
2019,60/75/85/90/100,NCA,BEV,Car,13150,1315
2020,60/75/85/90/100,NCA,BEV,Car,13350,1335
2021,60/75/85/90/100,NCA,BEV,Car,21830,2183
2022,60/75/85/90/100,NCA,BEV,Car,34081,3408.1
2023,60/75/85/90/100,NCA,BEV,Car,15540,1554
2024,60/75/85/90/100,NCA,BEV,Car,13392,1339.1999999999998
2025,60/75/85/90/100,NCA,BEV,Car,1200,120
2014,60/75/90/100,NCA,BEV,SUV,0,0
2015,60/75/90/100,NCA,BEV,SUV,214,19.26
2016,60/75/90/100,NCA,BEV,SUV,18223,1640.0700000000002
2017,60/75/90/100,NCA,BEV,SUV,21315,1918.35
2018,60/75/90/100,NCA,BEV,SUV,24650,2218.5
2019,60/75/90/100,NCA,BEV,SUV,18442,1844.2
2020,60/75/90/100,NCA,BEV,SUV,16650,1665
2021,60/75/90/100,NCA,BEV,SUV,1000,100
2022,60/75/90/100,NCA,BEV,SUV,26052,2605.2
2023,60/75/90/100,NCA,BEV,SUV,26660,2666
2024,60/75/90/100,NCA,BEV,SUV,21651,2165.1000000000004
2025,60/75/90/100,NCA,BEV,SUV,1800,180
2014,80,NCA,BEV,SUV,0,0
2015,80,NCA,BEV,SUV,0,0
2016,80,NCA,BEV,SUV,0,0
2017,80,NCA,BEV,SUV,0,0
2018,80,NCA,BEV,SUV,0,0
2019,80,NCA,BEV,SUV,0,0
2020,80,NCA,BEV,SUV,75400,6032
2021,80,NCA,BEV,SUV,185400,14832
2022,80,NCA,BEV,SUV,247242,19779.36
2023,80,NCA,BEV,SUV,371023,29681.839999999997
2024,80,NCA,BEV,SUV,368303,29464.239999999998
2025,80,NCA,BEV,SUV,27000,2160
2014,53,LCO (unspecified),BEV,SUV,0,0
2015,53,LCO (unspecified),BEV,SUV,0,0
2016,53,LCO (unspecified),BEV,SUV,0,0
2017,53,LCO (unspecified),BEV,SUV,0,0
2018,53,LCO (unspecified),BEV,SUV,0,0
2019,53,LCO (unspecified),BEV,SUV,0,0
2020,53,LCO (unspecified),BEV,SUV,0,0
2021,53,LCO (unspecified),BEV,SUV,0,0
2022,53,LCO (unspecified),BEV,SUV,0,0
2023,53,LCO (unspecified),BEV,SUV,0,0
2024,53,LCO (unspecified),BEV,SUV,0,0
2025,53,LCO (unspecified),BEV,SUV,0,0
2014,23,Zebra (unspecified),BEV,Car,0,0
2015,23,Zebra (unspecified),BEV,Car,0,0
2016,23,Zebra (unspecified),BEV,Car,0,0
2017,23,Zebra (unspecified),BEV,Car,0,0
2018,23,Zebra (unspecified),BEV,Car,0,0
2019,23,Zebra (unspecified),BEV,Car,0,0
2020,23,Zebra (unspecified),BEV,Car,0,0
2021,23,Zebra (unspecified),BEV,Car,0,0
2022,23,Zebra (unspecified),BEV,Car,0,0
2023,23,Zebra (unspecified),BEV,Car,0,0
2024,23,Zebra (unspecified),BEV,Car,0,0
2025,23,Zebra (unspecified),BEV,Car,0,0
2014,71.4,NMC (unspecified),BEV,SUV,0,0
2015,71.4,NMC (unspecified),BEV,SUV,0,0
2016,71.4,NMC (unspecified),BEV,SUV,0,0
2017,71.4,NMC (unspecified),BEV,SUV,0,0
2018,71.4,NMC (unspecified),BEV,SUV,0,0
2019,71.4,NMC (unspecified),BEV,SUV,0,0
2020,71.4,NMC (unspecified),BEV,SUV,0,0
2021,71.4,NMC (unspecified),BEV,SUV,0,0
2022,71.4,NMC (unspecified),BEV,SUV,1220,87.108
2023,71.4,NMC (unspecified),BEV,SUV,9329,666.0906000000001
2024,71.4,NMC (unspecified),BEV,SUV,18511,1321.6854000000003
2025,71.4,NMC (unspecified),BEV,SUV,2242,160.0788
2014,1.6,NiMH (unspecified),FCEV,Car,0,0
2015,1.6,NiMH (unspecified),FCEV,Car,72,0.1152
2016,1.6,NiMH (unspecified),FCEV,Car,1034,1.6544
2017,1.6,NiMH (unspecified),FCEV,Car,1838,2.9408000000000003
2018,1.6,NiMH (unspecified),FCEV,Car,1700,2.72
2019,1.6,NiMH (unspecified),FCEV,Car,1502,2.4032
2020,1.6,NiMH (unspecified),FCEV,Car,499,0.7983999999999999
2021,1.6,NiMH (unspecified),FCEV,Car,2629,4.2064
2022,1.6,NiMH (unspecified),FCEV,Car,2094,3.3504000000000005
2023,1.6,NiMH (unspecified),FCEV,Car,2737,4.3792
2024,1.6,NiMH (unspecified),FCEV,Car,449,0.7183999999999999
2025,1.6,NiMH (unspecified),FCEV,Car,17,0.0272
2014,4.4,NMC 111,PHEV,Car,13264,58.361599999999996
2015,4.4,NMC 111,PHEV,Car,4191,18.440399999999997
2016,4.4,NMC 111,PHEV,Car,52,0.2288
2017,4.4,NMC 111,PHEV,Car,0,0
2018,4.4,NMC 111,PHEV,Car,0,0
2019,4.4,NMC 111,PHEV,Car,0,0
2020,4.4,NMC 111,PHEV,Car,0,0
2021,4.4,NMC 111,PHEV,Car,0,0
2022,4.4,NMC 111,PHEV,Car,0,0
2023,4.4,NMC 111,PHEV,Car,0,0
2024,4.4,NMC 111,PHEV,Car,0,0
2025,4.4,NMC 111,PHEV,Car,0,0
2014,8.8,NMC 111,PHEV,Car,0,0
2015,8.8,NMC 111,PHEV,Car,0,0
2016,8.8,NMC 111,PHEV,Car,2422,21.3136
2017,8.8,NMC 111,PHEV,Car,20936,184.23679999999996
2018,8.8,NMC 111,PHEV,Car,27595,242.83599999999998
2019,8.8,NMC 111,PHEV,Car,21252,187.01760000000002
2020,8.8,NMC 111,PHEV,Car,14525,127.82
2021,8.8,NMC 111,PHEV,Car,25042,220.36960000000002
2022,8.8,NMC 111,PHEV,Car,11857,104.3416
2023,8.8,NMC 111,PHEV,Car,1015,8.931999999999999
2024,8.8,NMC 111,PHEV,Car,0,0
2025,8.8,NMC 111,PHEV,Car,0,0
2014,13.6,NMC (unspecified),PHEV,Car,0,0
2015,13.6,NMC (unspecified),PHEV,Car,0,0
2016,13.6,NMC (unspecified),PHEV,Car,0,0
2017,13.6,NMC (unspecified),PHEV,Car,0,0
2018,13.6,NMC (unspecified),PHEV,Car,0,0
2019,13.6,NMC (unspecified),PHEV,Car,0,0
2020,13.6,NMC (unspecified),PHEV,Car,0,0
2021,13.6,NMC (unspecified),PHEV,Car,0,0
2022,13.6,NMC (unspecified),PHEV,Car,0,0
2023,13.6,NMC (unspecified),PHEV,Car,6550,89.08000000000001
2024,13.6,NMC (unspecified),PHEV,Car,11992,163.0912
2025,13.6,NMC (unspecified),PHEV,Car,1200,16.32
2014,41.8,NCA (unspecified),BEV,SUV,1184,49.4912
2015,41.8,NCA (unspecified),BEV,SUV,17,0.7106
2016,41.8,NCA (unspecified),BEV,SUV,0,0
2017,41.8,NCA (unspecified),BEV,SUV,0,0
2018,41.8,NCA (unspecified),BEV,SUV,0,0
2019,41.8,NCA (unspecified),BEV,SUV,0,0
2020,41.8,NCA (unspecified),BEV,SUV,0,0
2021,41.8,NCA (unspecified),BEV,SUV,0,0
2022,41.8,NCA (unspecified),BEV,SUV,0,0
2023,41.8,NCA (unspecified),BEV,SUV,0,0
2024,41.8,NCA (unspecified),BEV,SUV,0,0
2025,41.8,NCA (unspecified),BEV,SUV,0,0
2014,18.1,NMC 622,PHEV,SUV,0,0
2015,18.1,NMC 622,PHEV,SUV,0,0
2016,18.1,NMC 622,PHEV,SUV,0,0
2017,18.1,NMC 622,PHEV,SUV,0,0
2018,18.1,NMC 622,PHEV,SUV,0,0
2019,18.1,NMC 622,PHEV,SUV,0,0
2020,18.1,NMC 622,PHEV,SUV,3200,57.92
2021,18.1,NMC 622,PHEV,SUV,27707,501.49670000000003
2022,18.1,NMC 622,PHEV,SUV,18567,336.0627
2023,18.1,NMC 622,PHEV,SUV,26073,471.92130000000003
2024,18.1,NMC 622,PHEV,SUV,30978,560.7017999999999
2025,18.1,NMC 622,PHEV,SUV,1800,32.58
2014,85 / 90,NMC (unspecified),BEV,SUV,0,0
2015,85 / 90,NMC (unspecified),BEV,SUV,0,0
2016,85 / 90,NMC (unspecified),BEV,SUV,0,0
2017,85 / 90,NMC (unspecified),BEV,SUV,0,0
